Not Relevant,Tweet Text
Not Relevant,"#earthquake M 3.3
Not Relevant,"@EarthquakeTest update your #earthquake s more"
Not Relevant,"RT @RedazioneWebAL: #Terremoto
Not Relevant,"#Earthquake M 2.6
Not Relevant,"５年６ヶ月長期保存可能なえいようかん5本。http://t.co/ZlSVctfi #eqjp #quake #saigai #earthquake #jishin #地震 #災害"
Not Relevant,"#earthquake sige najud ug linug diri ui.. =.="
Not Relevant,"@MRmusica pasenla super bien :) Mil besos desd #CostaRIca :DDDD"
Not Relevant,"RT @TerreInMoto: I Negozi di Mirandola 3 Mesi Dopo il #Terremoto - http://t.co/8SVkDdHm"
Not Relevant,"#earthquake Philippines (the): NDRRMC Update re Effects of Earthquake in Maramag
Not Relevant,"【#USGS #Breaking】 M 1.1
Not Relevant,"#earthquake: M 1.6
Not Relevant,"#Temblor♨ M 4.2
Not Relevant,"非常食として米国沿岸警備隊の承認を受け、国連や米国国防省をはじめ、IBM、ゼロックス社など、また日本でも官庁や数多くの企業、学校などが備蓄用品として採用しています。 http://t.co/B0HzzZtc #saigai #earthquake #jishin #地震 #災害"
Not Relevant,"Roaming local prices – those for #mobile users – didn’t experience great fluctuations with arrival of #Movistar &amp; Claro… #CostaRica…"
Not Relevant,"#Guardado dice que #México tiene que cuidarse de las jugadas a balón parado de #CostaRica http://t.co/w3m222sP vía @vivelohoy"
Not Relevant,"#deprem M 1.5
Not Relevant,"地震情報 M 5.1
Not Relevant,"#earthquake mb 5.1  TAIWAN REGION: Magnitude  mb 5.1Region  TAIWAN REGIONDate time  2012-09-04   20:00:17.0 UTCL... http://t.co/VwzB34fM"
Not Relevant,"Tenemos claro Costa Rica no será un rival sencillo: De Nigris. En ... - RadioFórmula http://t.co/PUvCbuKD #CostaRica"
Not Relevant,"#Earthquake M 4.8
Not Relevant,"#Earthquake# M 4.6
Not Relevant,"RT @INGVterremoti: #terremoto Ml:2.4 2012-09-05 00:46:47 UTC Lat=39.88 Lon=16.02 Prof=8.9Km Prov=POTENZA
Not Relevant,"Argentina recibió a sus internacionales de cara al partido ante Paraguay http://t.co/GLyAl3JE  #costarica"
Not Relevant,"【#USGS #alert】 M 5.2
Not Relevant,"#Earthquake Magnitude  mb 4.8Region  SOUTH OF JAVA
Not Relevant,"#terremoto #Attualita - TERREMOTO IN EMILIA:TRE MESI DOPO.. (myazaky) http://t.co/eWmqlLmn #sismografo"
Not Relevant,"#earthquake: M 4.5
Not Relevant,"#earthquake M 2.6
Not Relevant,"RT @INGVterremoti: #terremoto Ml:3.2 2012-09-05 03:09:12 UTC Lat=39.10 Lon=17.25 Prof=22.2Km Prov=Southern Italy"
Not Relevant,"5日19時2分頃 - 最大震度 1 - 震源地 宮城県沖 http://t.co/tkC7elc6 #地震 #earthquake"
Not Relevant,"#Earthquake #EMSC M  4.5  KEPULAUAN BABAR
Not Relevant,"RT @itsDavila - Photo: #bay #beach #sanjuandelsur #sur  #costarica #summer #vacation #verano #azul #plya #mounta... http://t.co/OPq2VRTz"
Not Relevant,"#terremoto M 2.8
Not Relevant,"EarthquakeCalifornia Minor earthquake near Sparta
Relevant,"Que #temblorcr mas largo y raro...."
Relevant,"Duró como 15 minutos #temblorCR"
Relevant,"#temblorcr en Rohrmoser se sintió muy fuerte y se quebraron cosas. @nacion"
Relevant,"RT @3U22: #temblorcr se sintió muy muy fuerte ! #semesalioelcerote"
Relevant,"siempre me agarra el #temblorcr cuando reviso twitter! jajaja cosas de la vida"
Relevant,"En #Desamparados #TemblorCR fuerte y prolongado."
Relevant,"Temblor en el segundo piso de la #ECCI #UCR (un edificio viejo que se mueve demasiado) es otra cosa! #temblorcr"
Not Relevant,"RT @NewEarthquake: 7.9 earthquake
Not Relevant,"RT @Gorileo: 7.9	3km NE of Samara
Not Relevant,"RT @NewEarthquake: 7.9 earthquake
Not Relevant,"RT @NewEarthquake: 7.9 earthquake
Relevant,"Muy fuerte #temblorcr en guadalupe con caídas de objetos @ameliarueda @RadioReloj "
Not Relevant,"RT @Reuters: More: 7.9-magnitude earthquake rattles coastline of Costa Rica
Not Relevant,"@DBeitia 7.9 earthquake
Relevant,"RT @BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS"
Not Relevant,"Preliminar 6.7 escala Richter
Relevant,"Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS"
Relevant,"RT @reuters: CARIBBEAN-WIDE TSUNAMI WATCH IN EFFECT AFTER COSTA RICAN QUAKE - PACIFIC TSUNAMI WARNING CENTER"
Relevant,"#temblorcr Fuerte sismo también se sintió en territorio nicaraguense"
Not Relevant,"Combo #Fessenheim / #earthquake . Coïncidence ? #parano #théorieducomplot"
Relevant,"RT @Reuters: Live coverage: 7.9-magnitude earthquake rattles the coast of Costa Rica; tsunami watch for Caribbean in effect - http://t.c ..."
Not Relevant,"デカイな。でかすぎるぜ、ベクテル！http://t.co/SvC7zoN5　RTx2:　@NewEarthquake  7.9 earthquake
Relevant,"RT @BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS"
Not Relevant,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake
Not Relevant,"RT @AlertaNews: URGENTE: Terremoto en Costa Rica de 7.9º AVISO DE TSUNAMI: Costa Rica
Relevant,"En mi Ksa se salió el agua de la pecera y se cayeron adornos #temblorcr"
Relevant,"RT @BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS"
Not Relevant,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake
Not Relevant,"RT @NewEarthquake: 7.9 earthquake
Not Relevant,"RT @24HorasTVN: AHORA: Terremoto de 7
Relevant,"RT @AlertNet: 7.9 magnitude earthquake strikes Costa Rica - USGS via @Reuters #quake"
Not Relevant,"RT @JRIbarra: Terremoto en Costa Rica
Not Relevant,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake
Relevant,"RT @Reuters: Live coverage: 7.9-magnitude earthquake rattles the coast of Costa Rica; tsunami watch for Caribbean in effect - http://t.c ..."
Not Relevant,"@MARACAYINFORMA Terremoto en Costa Rica
Not Relevant,"RT @CNNEE: URGENTE: Un terremoto de magnitud 7
Relevant,"#temblorcr Having a laugh our bum off of http://t.co/4Ql5g1Qh"
Relevant,"Costa Rican shaken by magnitude-5.8 earthquake http://t.co/454IrRdA #costarica"
Relevant,"RT @BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS"
Not Relevant,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake
Not Relevant,"RT @CNNEE: URGENTE: Un terremoto de magnitud 7
Not Relevant,"RT @Reuters: More: 7.9-magnitude earthquake rattles coastline of Costa Rica
Not Relevant,"RT @RT_com: BREAKING: 7.9 - magnitude earthquake strikes off the coast of Costa Rica
Relevant,"RT @Reuters: Live coverage: 7.9-magnitude earthquake rattles the coast of Costa Rica; tsunami watch for Caribbean in effect - http://t.c ..."
Relevant,"Movida de bote #temblorcr: http://t.co/IcVehVkz"
Not Relevant,"Terremoto  7.9º En Costa Rica  Autoridades Locales entregan detalles de 6.7º
Relevant,"#temblor @NewEarthquake: #Tsunami  Warning (Pacific): TSUNAMI WARNING IN EFFECT FOR COSTA RICA/PANAMA/NICARAGUA/... http://t.co/miWv9UbZ"
Not Relevant,"La alerta de tsunami a causa del terremoto en Costa Rica llega hasta Ecuador
Relevant,"RT @MIGAND75: Ahora #CostaRica se cimbra con fuerte #sismo de 7.9"
Relevant,"RT @BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS"
Not Relevant,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake
Relevant,"Alerta de Tsunami en todo la costa de Costa Rica terremoto 7.9"
Not Relevant,"RT @CNNEE: URGENTE: Un terremoto de magnitud 7
Not Relevant,"Terremoto de magnitud 7
Not Relevant,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake
Relevant,"RT @AlertNet: Strong earthquake hits Costa Rica http://t.co/sxICdjwl #costarica #quake"
Relevant,"RT @cnnbrk: 7.9-magnitude #earthquake hits off coast of Costa Rica. http://t.co/i7KZ1uZX"
Not Relevant,"RT @GuillermoARuiz: Terremoto en Costa Rica: RT @nacion  Según USGS el sismo habría sido de 7
Not Relevant,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake
Relevant,"RT @cnnbrk: 7.9-magnitude #earthquake hits off coast of Costa Rica. http://t.co/i7KZ1uZX"
Not Relevant,"RT @Meganoticiascl: EN DESARROLLO Terremoto 7
Not Relevant,"@elsalvadorcom: Según USGS
Relevant,"@RobertaCBS5: Breaking: 7.9 #earthquake off Costa Rica coast. #Tsunmai WARNING for west coasts of Central America."
Relevant,"7.9 magnitude earthquake hits Costa Rica #earthquake"
Relevant,"RT @espinozajs: sismo de 7.9 FUE A 12.4 millas de profundidad #CostarICA"
Relevant,"RT @BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS"
Relevant,"RT @AndreaAristegui: SHOA publica alerta de tsunami para las costas de Chile tras terremoto en Costa Rica. http://t.co/MYzaVoz0"
Not Relevant,"RT @AlertaNews: URGENTE: Terremoto en Costa Rica de 7.9º AVISO DE TSUNAMI: Costa Rica
Not Relevant,"Uf! Terremoto en Costa Rica de 7
Relevant,"Birth pangs. 7.9 earthquake in Costa Rica"
Not Relevant,"RT @CNNEE: Tras el sismo de 7
Not Relevant,"RT @CNNEE: Tras el sismo de 7
Not Relevant,"Dice @julio2j: : URGENTE// Un terremoto de magnitud 7
Not Relevant,"Terremoto de magnitud 7
Relevant,"RT @UniNoticias: Sismo 7.9 en  #CostaRica. Se activa alerta de Tsunami."
Relevant,"RT @elmundoes: Un terremoto de magnitud 7.9 sacude Costa Rica"
Not Relevant,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake
Relevant,"Algún amigo en Costa Rica?? Todo bien por allá? #terremoto"
Relevant,"Alerta informativa... decretan alerta de tsunami luego de terremoto de magnitud 7.9 grados que azotó Costa Rica"
Not Relevant,"RT @NewEarthquake: 7.9 earthquake
Not Relevant,"RT @CNNEE: Tras el sismo de 7
