 2014-08-12 01:31:17	1407807077	428845713	45.84971558	-84.61775737	1	3193.10470981
 2014-08-11 21:00:37	1407790837	14799496	45.98062457	-84.22253522	1	3224.10531335
 2014-08-12 03:29:49	1407814189	66897160	45.84940263	-84.61777994	1	3193.10189265
 2014-08-11 23:34:34	1407800074	112278816	45.81655833	-84.72769444	1	3184.47730178
 2014-08-12 01:43:55	1407807835	1025351126	45.88164853	-84.73140729	1	3184.42299445
 2014-08-12 03:25:11	1407813911	428845713	45.851627	-84.60542193	1	3194.06617273
 2014-08-12 01:55:47	1407808547	376904128	45.8490971	-84.61827915	1	3193.06220146
 2014-08-12 00:27:01	1407803221	1556704298	45.92390573	-84.8795565	1	3173.13062915
 2014-08-11 23:46:21	1407800781	115536651	45.86666667	-84.61666667	1	3193.24758874
 2014-08-11 22:20:24	1407795624	1265907403	45.81812249	-84.66472845	-1	3189.36002361
 2014-08-12 00:11:37	1407802297	52191043	46.23774329	-85.72297301	1	3109.80562334
 2014-08-11 20:37:52	1407789472	180516047	45.84863048	-84.62256303	1	3192.72896227
 2014-08-11 21:15:16	1407791716	115536651	45.84743831	-84.61889521	1	3193.00884224
 2014-08-12 00:49:10	1407804550	499195706	45.85038456	-84.60491803	-1	3194.10095061
 2014-08-12 03:45:24	1407815124	122753451	45.84884657	-84.61837753	1	3193.05372904
 2014-08-12 03:45:34	1407815134	772593668	45.84798682	-84.61870084	-1	3193.02576249
 2014-08-11 23:38:55	1407800335	95508388	45.85944364	-84.64590844	1	3190.95922879
 2014-08-11 06:07:48	1407737268	566424639	42.7294591	-83.03003517	-1	3328.97808572
 2014-08-11 06:10:48	1407737448	575006614	42.52774571	-82.91804543	-1	3340.08042763
 2014-08-11 06:04:55	1407737095	298334328	42.5849486	-82.82736856	1	3346.89617174
 2014-08-11 06:08:07	1407737287	575006614	42.53227194	-82.92639314	-1	3339.35319299
 2014-08-11 06:11:36	1407737496	1482985550	42.48084865	-83.05712556	-1	3329.20537171
 2014-08-11 06:05:04	1407737104	1195977864	42.65183238	-82.95528024	-1	3335.80793798
 2014-08-11 06:06:16	1407737176	341713510	42.65897095	-82.83855382	-1	3345.24656589
 2014-08-11 06:05:36	1407737136	575006614	42.52740904	-82.91742624	1	3340.13438546
 2014-08-11 06:06:25	1407737185	26671938	42.59414554	-82.95627915	1	3336.29382107
 2014-08-11 06:18:46	1407737926	209136973	42.6843277	-82.8062802	-1	3347.62587933
 2014-08-11 06:31:39	1407738699	413142860	42.46615727	-82.87620614	1	3344.1312691
 2014-08-11 06:24:30	1407738270	575006614	42.53228753	-82.92635961	-1	3339.35577038
 2014-08-11 06:25:23	1407738323	1096302944	42.5018655	-83.0539822	-1	3329.24838598
 2014-08-11 06:26:23	1407738383	238802024	42.5494657	-82.9199299	1	3339.70610714
 2014-08-11 06:30:19	1407738619	604896355	42.5830168	-82.9680027	-1	3335.44855354
 2014-08-11 06:53:09	1407739989	1343063532	42.66908366	-82.9160156	1	3338.8384465
 2014-08-11 06:45:51	1407739551	931020846	42.59324326	-82.83409964	1	3346.26377058
 2014-08-11 06:53:16	1407739996	948845898	42.5876931	-83.0598512	1	3327.9125255
 2014-08-11 07:10:53	1407741053	2235850329	42.5778447	-82.9654111	-1	3335.71142471
 2014-08-11 07:00:39	1407740439	2185356734	42.512554	-82.9189215	1	3340.16414831
 2014-08-11 07:34:26	1407742466	406575773	42.58384323	-83.02471957	-1	3330.81535126
 2014-08-11 07:26:30	1407741990	2190253801	42.4753998	-83.037943	-1	3330.827557
 2014-08-11 08:10:43	1407744643	336242206	42.51939994	-82.94304547	-1	3338.12535107
 2014-08-11 08:18:45	1407745125	598584096	42.70348264	-82.72398005	1	3354.13795403
 2014-08-11 08:06:17	1407744377	598584096	42.70322483	-82.72391342	1	3354.14590916
 2014-08-11 07:47:01	1407743221	334392522	42.66131794	-82.98395504	-1	3333.37990728
 2014-08-11 08:22:29	1407745349	598584096	42.70322152	-82.72391785	1	3354.14558108
 2014-08-11 09:06:46	1407748006	1643967366	42.4679044	-82.9795621	1	3335.67243047
 2014-08-11 08:59:37	1407747577	531517672	42.5736961	-82.8725168	1	3343.32840323
 2014-08-11 09:15:52	1407748552	522727100	42.52912366	-82.8855534	-1	3342.71765342
 2014-08-11 09:25:53	1407749153	588368491	42.5727544	-83.07364114	-1	3326.93513565
 2014-08-11 11:13:59	1407755639	23268004	42.63856558	-82.85265503	-1	3344.29920219
